C:\Users\pavan\Desktop\Self Drive Car\Data\IMG\center_2021_10_23_15_07_25_520.jpg, C:\Users\pavan\Desktop\Self Drive Car\Data\IMG\left_2021_10_23_15_07_25_520.jpg, C:\Users\pavan\Desktop\Self Drive Car\Data\IMG\right_2021_10_23_15_07_25_520.jpg, 0, 0, 0, 7.944929E-05
C:\Users\pavan\Desktop\Self Drive Car\Data\IMG\center_2021_10_23_15_07_25_622.jpg, C:\Users\pavan\Desktop\Self Drive Car\Data\IMG\left_2021_10_23_15_07_25_622.jpg, C:\Users\pavan\Desktop\Self Drive Car\Data\IMG\right_2021_10_23_15_07_25_622.jpg, 0, 0, 0, 8.405972E-05
C:\Users\pavan\Desktop\Self Drive Car\Data\IMG\center_2021_10_23_15_07_25_726.jpg, C:\Users\pavan\Desktop\Self Drive Car\Data\IMG\left_2021_10_23_15_07_25_726.jpg, C:\Users\pavan\Desktop\Self Drive Car\Data\IMG\right_2021_10_23_15_07_25_726.jpg, 0, 0, 0, 7.794057E-05
C:\Users\pavan\Desktop\Self Drive Car\Data\IMG\center_2021_10_23_15_07_25_830.jpg, C:\Users\pavan\Desktop\Self Drive Car\Data\IMG\left_2021_10_23_15_07_25_830.jpg, C:\Users\pavan\Desktop\Self Drive Car\Data\IMG\right_2021_10_23_15_07_25_830.jpg, 0, 0, 0, 7.806085E-05
C:\Users\pavan\Desktop\Self Drive Car\Data\IMG\center_2021_10_23_15_07_25_931.jpg, C:\Users\pavan\Desktop\Self Drive Car\Data\IMG\left_2021_10_23_15_07_25_931.jpg, C:\Users\pavan\Desktop\Self Drive Car\Data\IMG\right_2021_10_23_15_07_25_931.jpg, 0, 0, 0, 7.890798E-05
C:\Users\pavan\Desktop\Self Drive Car\Data\IMG\center_2021_10_23_15_07_26_041.jpg, C:\Users\pavan\Desktop\Self Drive Car\Data\IMG\left_2021_10_23_15_07_26_041.jpg, C:\Users\pavan\Desktop\Self Drive Car\Data\IMG\right_2021_10_23_15_07_26_041.jpg, 0, 0, 0, 8.080076E-05
C:\Users\pavan\Desktop\Self Drive Car\Data\IMG\center_2021_10_23_15_07_26_141.jpg, C:\Users\pavan\Desktop\Self Drive Car\Data\IMG\left_2021_10_23_15_07_26_141.jpg, C:\Users\pavan\Desktop\Self Drive Car\Data\IMG\right_2021_10_23_15_07_26_141.jpg, 0, 0, 0, 7.835597E-05
C:\Users\pavan\Desktop\Self Drive Car\Data\IMG\center_2021_10_23_15_07_26_247.jpg, C:\Users\pavan\Desktop\Self Drive Car\Data\IMG\left_2021_10_23_15_07_26_247.jpg, C:\Users\pavan\Desktop\Self Drive Car\Data\IMG\right_2021_10_23_15_07_26_247.jpg, 0, 0, 0, 7.772365E-05
C:\Users\pavan\Desktop\Self Drive Car\Data\IMG\center_2021_10_23_15_07_26_351.jpg, C:\Users\pavan\Desktop\Self Drive Car\Data\IMG\left_2021_10_23_15_07_26_351.jpg, C:\Users\pavan\Desktop\Self Drive Car\Data\IMG\right_2021_10_23_15_07_26_351.jpg, 0, 0, 0, 7.812929E-05
C:\Users\pavan\Desktop\Self Drive Car\Data\IMG\center_2021_10_23_15_07_26_457.jpg, C:\Users\pavan\Desktop\Self Drive Car\Data\IMG\left_2021_10_23_15_07_26_457.jpg, C:\Users\pavan\Desktop\Self Drive Car\Data\IMG\right_2021_10_23_15_07_26_457.jpg, 0, 0, 0, 7.802463E-05
C:\Users\pavan\Desktop\Self Drive Car\Data\IMG\center_2021_10_23_15_07_26_558.jpg, C:\Users\pavan\Desktop\Self Drive Car\Data\IMG\left_2021_10_23_15_07_26_558.jpg, C:\Users\pavan\Desktop\Self Drive Car\Data\IMG\right_2021_10_23_15_07_26_558.jpg, 0, 0, 0, 7.987103E-05
C:\Users\pavan\Desktop\Self Drive Car\Data\IMG\center_2021_10_23_15_07_26_667.jpg, C:\Users\pavan\Desktop\Self Drive Car\Data\IMG\left_2021_10_23_15_07_26_667.jpg, C:\Users\pavan\Desktop\Self Drive Car\Data\IMG\right_2021_10_23_15_07_26_667.jpg, 0, 0, 0, 7.827685E-05
C:\Users\pavan\Desktop\Self Drive Car\Data\IMG\center_2021_10_23_15_07_26_768.jpg, C:\Users\pavan\Desktop\Self Drive Car\Data\IMG\left_2021_10_23_15_07_26_768.jpg, C:\Users\pavan\Desktop\Self Drive Car\Data\IMG\right_2021_10_23_15_07_26_768.jpg, 0, 0, 0, 7.961466E-05
C:\Users\pavan\Desktop\Self Drive Car\Data\IMG\center_2021_10_23_15_07_26_869.jpg, C:\Users\pavan\Desktop\Self Drive Car\Data\IMG\left_2021_10_23_15_07_26_869.jpg, C:\Users\pavan\Desktop\Self Drive Car\Data\IMG\right_2021_10_23_15_07_26_869.jpg, 0, 0, 0, 7.823647E-05
C:\Users\pavan\Desktop\Self Drive Car\Data\IMG\center_2021_10_23_15_07_26_972.jpg, C:\Users\pavan\Desktop\Self Drive Car\Data\IMG\left_2021_10_23_15_07_26_972.jpg, C:\Users\pavan\Desktop\Self Drive Car\Data\IMG\right_2021_10_23_15_07_26_972.jpg, 0, 0, 0, 7.963837E-05
C:\Users\pavan\Desktop\Self Drive Car\Data\IMG\center_2021_10_23_15_07_27_072.jpg, C:\Users\pavan\Desktop\Self Drive Car\Data\IMG\left_2021_10_23_15_07_27_072.jpg, C:\Users\pavan\Desktop\Self Drive Car\Data\IMG\right_2021_10_23_15_07_27_072.jpg, 0, 0, 0, 7.87141E-05
C:\Users\pavan\Desktop\Self Drive Car\Data\IMG\center_2021_10_23_15_07_27_173.jpg, C:\Users\pavan\Desktop\Self Drive Car\Data\IMG\left_2021_10_23_15_07_27_173.jpg, C:\Users\pavan\Desktop\Self Drive Car\Data\IMG\right_2021_10_23_15_07_27_173.jpg, 0, 0, 0, 7.798152E-05
C:\Users\pavan\Desktop\Self Drive Car\Data\IMG\center_2021_10_23_15_07_27_277.jpg, C:\Users\pavan\Desktop\Self Drive Car\Data\IMG\left_2021_10_23_15_07_27_277.jpg, C:\Users\pavan\Desktop\Self Drive Car\Data\IMG\right_2021_10_23_15_07_27_277.jpg, 0, 0, 0, 7.797567E-05
